id,user_id,url,domain,risk_score,status,reasons,scanned_at
22,1,http://127.0.0.1,127.0.0.1,45,Suspicious,"[""URL does not use HTTPS (+20)"",""URL uses an IP address instead of a domain (+25)""]","2026-03-13 04:33:54"
23,1,http://192.168.1.1,192.168.1.1,72,Dangerous,"[""URL does not use HTTPS (+20)"",""Too many subdomains detected (+15)"",""URL uses an IP address instead of a domain (+25)"",""Domain age appears recent based on placeholder analysis (+12)""]","2026-03-13 04:34:05"
24,1,http://10.0.0.1,10.0.0.1,45,Suspicious,"[""URL does not use HTTPS (+20)"",""URL uses an IP address instead of a domain (+25)""]","2026-03-13 04:34:20"
25,1,https://google.com,google.com,0,Safe,"[""No suspicious indicators triggered.""]","2026-03-13 04:34:31"
26,1,https://example.com/login,example.com,10,Safe,"manual buffer test","2026-03-14 00:10:36"
27,2,https://www.google.com,google.com,0,Safe,"[""No suspicious indicators triggered.""]","2026-03-14 01:19:50"
28,1,https://127.0.0.1,127.0.0.1,25,Suspicious,"[""URL uses an IP address instead of a domain (+25)""]","2026-03-14 01:25:52"
29,1,https://roblox.com.ge,roblox.com.ge,0,Safe,"[""No suspicious indicators triggered.""]","2026-03-14 01:33:50"
30,1,http://192.168.1.1,192.168.1.1,72,Dangerous,"[""URL does not use HTTPS (+20)"",""Too many subdomains detected (+15)"",""URL uses an IP address instead of a domain (+25)"",""Domain age appears recent based on placeholder analysis (+12)""]","2026-03-18 00:35:41"
31,2,https://secure-account-check.top/login,secure-account-check.top,15,Safe,"[""Suspicious keyword(s): login (+15)""]","2026-03-18 00:52:41"
32,1,https://www.google.com,google.com,0,Safe,"[""No suspicious indicators triggered.""]","2026-03-18 01:53:35"
33,1,https://github.com/,github.com,12,Safe,"[""Potential brand impersonation keywords detected (+12)""]","2026-03-29 22:35:53"
34,1,http://192.168.1.1,192.168.1.1,72,Dangerous,"[""URL does not use HTTPS (+20)"",""Too many subdomains detected (+15)"",""URL uses an IP address instead of a domain (+25)"",""Domain age appears recent based on placeholder analysis (+12)""]","2026-03-29 22:45:45"
35,1,https://roblox.com.ge,roblox.com.ge,0,Safe,"[""No suspicious indicators triggered.""]","2026-03-29 22:46:17"
37,1,http://192.168.1.1,192.168.1.1,90,Dangerous,"[""URL does not use HTTPS (+20)"",""Too many subdomains detected (+15)"",""URL uses an IP address instead of a domain (+25)"",""Domain age appears recent based on placeholder analysis (+12)"",""Login form detected in fetched HTML (+18)""]","2026-04-27 20:15:27"
38,1,http://free-discordnitro.me,free-discordnitro.me,35,Suspicious,"[""URL does not use HTTPS (+20)"",""Suspicious keyword(s): free (+15)""]","2026-04-27 20:15:56"
39,1,https://www.google.com,google.com,0,Safe,"[""No suspicious indicators triggered.""]","2026-04-27 20:28:34"
40,1,https://www.google.com,google.com,0,Safe,"[""No suspicious indicators triggered.""]","2026-04-27 20:33:17"
41,1,https://www.google.com,google.com,0,Safe,"[""No suspicious indicators triggered.""]","2026-04-27 20:33:25"
42,1,https://www.google.com,google.com,0,Safe,"[""No suspicious indicators triggered.""]","2026-04-27 20:34:17"
43,1,https://www.google.com,google.com,0,Safe,"[""No suspicious indicators triggered.""]","2026-04-27 20:34:45"
44,1,http://instagrarn-verification.com,instagrarn-verification.com,20,Safe,"[""URL does not use HTTPS (+20)""]","2026-04-27 20:42:47"
45,1,https://www.google.com,google.com,0,Safe,"[""No suspicious indicators triggered.""]","2026-04-27 20:47:25"
46,1,http://faceb00k-security-alert.com/login/verify(shouldbedangerous),faceb00k-security-alert.com,47,Suspicious,"[""URL does not use HTTPS (+20)"",""Suspicious keyword(s): login, verify (+15)"",""Domain age appears recent based on placeholder analysis (+12)""]","2026-04-27 20:47:39"
47,1,http://faceb00k-security-alert.com/login/verify(shouldbedangerous),faceb00k-security-alert.com,47,Suspicious,"[""URL does not use HTTPS (+20)"",""Suspicious keyword(s): login, verify (+15)"",""Domain age appears recent based on placeholder analysis (+12)""]","2026-04-27 20:50:27"
48,1,https://www.google.com,google.com,0,Safe,"[""No suspicious indicators triggered.""]","2026-04-27 20:50:40"
49,1,https://www.google.com,google.com,0,Safe,"[""No suspicious indicators triggered.""]","2026-04-27 20:50:56"
50,1,https://www.google.com,google.com,0,Safe,"[""No suspicious indicators triggered.""]","2026-04-27 20:51:38"
51,1,https://secure-account-check.top/login,secure-account-check.top,15,Safe,"[""Suspicious keyword(s): login (+15)""]","2026-04-27 20:51:46"
52,1,https://secure-account-check.top/login,secure-account-check.top,15,Safe,"[""Suspicious keyword(s): login (+15)""]","2026-04-27 20:51:56"
53,6,http://faceb00k-security-alert.com/login/verify(shouldbedangerous),faceb00k-security-alert.com,47,Suspicious,"[""URL does not use HTTPS (+20)"",""Suspicious keyword(s): login, verify (+15)"",""Domain age appears recent based on placeholder analysis (+12)""]","2026-04-27 20:52:45"
54,1,https://github.com@evil-login-check.top/reset,evil-login-check.top,35,Suspicious,"[""Suspicious keyword(s): login, reset (+15)"",""URL contains @ symbol (+20)""]","2026-04-28 00:14:40"
55,1,https://www.google.com,google.com,0,Safe,"[""No suspicious indicators triggered.""]","2026-04-28 00:21:11"
56,1,http://faceb00k-security-alert.com/login/verify(shouldbedangerous),faceb00k-security-alert.com,47,Suspicious,"[""URL does not use HTTPS (+20)"",""Suspicious keyword(s): login, verify (+15)"",""Domain age appears recent based on placeholder analysis (+12)""]","2026-04-28 00:37:40"
57,1,https://www.google.com,google.com,0,Safe,"[""No suspicious indicators triggered.""]","2026-04-28 00:39:33"
58,6,https://www.google.com,google.com,0,Safe,"[""No suspicious indicators triggered.""]","2026-04-28 00:42:49"
59,6,https://www.google.com,google.com,0,Safe,"[""No suspicious indicators triggered.""]","2026-04-28 00:47:35"
60,1,https://github.com@evil-login-check.top/reset,evil-login-check.top,35,Suspicious,"[""Suspicious keyword(s): login, reset (+15)"",""URL contains @ symbol (+20)""]","2026-04-28 00:53:27"
61,2,http://instagrarn-verification.com,instagrarn-verification.com,20,Safe,"[""URL does not use HTTPS (+20)""]","2026-05-03 22:39:09"
62,2,https://www.google.com,google.com,0,Safe,"[""No suspicious indicators triggered.""]","2026-05-19 16:40:53"
63,2,https://www.amazon.de/,amazon.de,0,Safe,"[""No suspicious indicators triggered.""]","2026-05-19 16:41:50"
